"id","label","obsolete","ordering"
"01","label.mk_activity.vn","0","0"
"02","label.mk_activity.vo","0","1"
"03","label.mk_activity.at","0","2"
"04","label.mk_activity.apr","0","3"
"05","label.mk_activity.dig","0","4"
